product_id,generic_product,vader_polarity,BiLSTM_polarity,BERT_polarity
B07NFPGNWD,Speaker,0.99705,0.9546064734458923,0.9992207288742064
B072M34RQC,monitor,0.99005,0.4187709093093872,0.0019076376920565965
B0813ZFQYF,Television,0.12605,0.16932976245880127,0.0015577556332573295
B07DMMG7QY,Speaker,0.9863,0.9834579229354858,0.9988619089126588
B01MSYQWNY,Speaker,0.7955,0.27605968713760376,0.0017495094798505304
B08G8SH4QJ,monitor,0.9978,0.6761159300804138,0.9988532066345216
B08FF2X3PV,Printer,0.60635,0.03792623430490494,0.0017134920926764607
B01LVTI3TO,Keyboard,0.9984,0.9876201152801514,0.9913057684898376
B01HD6ZLQ6,Data Storage,0.968,0.9475522637367249,0.9989286065101624
B00P7Z7SXU,Keyboard,0.8953,0.8396028280258179,0.9984320998191832
B08B3CFL6W,Keyboard,0.99115,0.8545098900794983,0.998637855052948
B08K912MC7,Data Storage,0.9863500000000001,0.9263153672218323,0.9990867376327516
B0787HVXKQ,Headphones,0.07750000000000001,0.06450740247964859,0.0016487082466483116
B084CVPLLC,Smartphone,0.81155,0.11042293906211853,0.0017008981667459009
B0758NHWS8,Data Storage,0.12159999999999999,0.2850809693336487,0.0038018962368369102
B08HBBF6FR,Headphones,0.9954000000000001,0.944355845451355,0.9991937279701232
B07YNK3R68,Laptop,0.89045,0.16522817313671112,0.001338939880952239
B00NJ2M33I,Headphones,0.9734,0.8746026754379272,0.9992861151695251
B08P5S3YDF,Headphones,0.9863500000000001,0.7952404022216797,0.9985987544059752
B07KW6HFD1,monitor,0.34965,0.12567953765392303,0.0021886085160076623
B082QVSXQM,Television,0.9915499999999999,0.9464568495750427,0.999099612236023
B003NREDC8,Keyboard,0.96855,0.9487680792808533,0.9988479614257812
B0821VFDPZ,Television,0.27635,0.019314181059598923,0.005112550221383572
B08FDPW8KR,Speaker,0.9835,0.967056393623352,0.999309539794922
B08JQQHQXW,Smartphone,0.5,0.17236170172691345,0.995366096496582
B07MQBPMJ2,monitor,0.9972,0.6803613901138306,0.99819415807724
B08X1D9WWJ,Laptop,0.81845,0.9557888507843018,0.9992417097091676
B07NF9BZ1J,Television,0.02084999999999998,0.03821435943245888,0.002761113923043013
B08JY5GC29,Headphones,0.99205,0.3415532410144806,0.9955934882164
B08BHDWM2R,Printer,0.9134,0.9741275906562805,0.9992616772651672
B010OYASRG,Speaker,0.46325,0.112417072057724,0.0013257937971502542
B07JK98NNQ,Television,0.995,0.9672213196754456,0.9986448884010316
B08FYTSXGQ,Smartphone,0.02410000000000001,0.07342439144849777,0.0014570041093975306
B08L9MY937,Smartphone,0.9277500000000001,0.9568039178848267,0.9987965822219848
B016Y2BVKA,Keyboard,0.9391499999999999,0.48057645559310913,0.9973410964012146
B07NF3K74H,Router,0.9650000000000001,0.44457077980041504,0.0016093503218144178
B08L9MY937,Smartphone,0.8295,0.8340017199516296,0.9989431500434875
B01BQ8S45M,Keyboard,0.9939,0.9709445238113403,0.9987186193466188
B08CY6ZKGR,Router,0.8953,0.9762345552444458,0.999210000038147
B01M0GB8CC,Headphones,0.019299999999999984,0.05703522637486458,0.0026538532692939047
B01HD6ZLIY,Data Storage,0.04794999999999999,0.31465694308280945,0.0032369079999625683
B082VY2RMY,Printer,0.9395,0.8161002397537231,0.9956361651420592
B01HD6ZLQ6,Data Storage,0.12705,0.11037666350603104,0.0014347325777634976
B01LZ662EM,Printer,0.90325,0.8684653043746948,0.9989870190620422
B088D126GD,Keyboard,0.8472999999999999,0.5572755932807922,0.996683657169342
B08JQQHQXW,Smartphone,0.0363,0.018541358411312103,0.005193678196519613
B082VY2RMY,Printer,0.993,0.258301705121994,0.0015634632436558606
B00W95RR32,monitor,0.2798,0.042754363268613815,0.0035836994647979736
B088C4J8W7,Television,0.8753,0.7952823638916016,0.9991585016250609
B0787HVXKQ,Headphones,0.97885,0.5898060202598572,0.9963685274124146
B016P9HJIA,Speaker,0.99745,0.9524732232093811,0.996803879737854
B08BF4CZSV,monitor,0.97655,0.9275641441345215,0.9992146492004396
B088C4J8W7,Television,0.1175,0.037425294518470764,0.0023016482591629033
B07XDHLJ9M,Keyboard,0.9902,0.9308269619941711,0.9987872242927552
B088HJ2KKR,Smartphone,0.9063,0.9704757332801819,0.9992271661758424
B001FWYGJS,Router,0.8526,0.04826901853084564,0.002025117632001639
B08N38VPL7,Laptop,0.968,0.9758585691452026,0.9992727637290956
B07KW6HFD1,monitor,0.78435,0.2896910309791565,0.0015127742663025856
B07CL4GLQW,Television,0.74735,0.3664640486240387,0.02870076894760132
B08FF2X3PV,Printer,0.9063,0.48199936747550964,0.9738156795501708
B08JQQHQXW,Smartphone,0.86755,0.9531116485595703,0.9982454776763916
B08C3YBBHM,Router,0.77535,0.96505206823349,0.9991040825843812
B08TV674C8,Television,0.8741,0.8565242886543274,0.999056041240692
B00TKFCYP0,Data Storage,0.83065,0.7957237958908081,0.9982261061668396
B08529TZMC,Laptop,0.98295,0.9711525440216064,0.9990769624710084
B083FMP35T,monitor,0.9882,0.22653046250343323,0.9474616050720216
B088MKF848,monitor,0.94775,0.974239706993103,0.99912291765213
B088NKZT13,Smartphone,0.8917999999999999,0.9453121423721313,0.9991357922554016
B07628HLTM,Router,0.19945000000000002,0.13020314276218414,0.003522874554619193
B088YN9LBK,monitor,0.025449999999999973,0.03546745330095291,0.002224671421572566
B079JLY5M5,Keyboard,0.91415,0.13713014125823975,0.9926241636276244
B07H2RR55Q,Data Storage,0.96445,0.3823929727077484,0.89075767993927
B07DL838W9,Printer,0.9843,0.9520161151885986,0.9991620779037476
B087RTV311,Laptop,0.9558,0.7435371279716492,0.999055564403534
B07XDHLJ9M,Keyboard,0.8953,0.5671154260635376,0.936747670173645
B08GL2HKLT,Smartphone,0.6868,0.7694583535194397,0.9987764954566956
B08C3YBBHM,Router,0.99475,0.9448228478431702,0.9991169571876526
B01HETFQKS,Speaker,0.9763,0.9116368889808655,0.9990741014480592
B08KGYDR16,Laptop,0.012299999999999978,0.05139811709523201,0.003605132224038243
B07XVCP7F5,Keyboard,0.99315,0.9563747644424438,0.9989438652992249
B07CVL2D2S,monitor,0.9185,0.17869457602500916,0.04198172688484192
B07MTRQ6B3,monitor,0.9982,0.9868908524513245,0.9988152980804444
B08Z47VZ7Q,Speaker,0.98705,0.9450626969337463,0.9990265369415284
B0813ZFQYF,Television,0.09599999999999997,0.16149868071079254,0.0039077866822481155
B082VS96NC,Keyboard,0.9549000000000001,0.9652279615402222,0.999165654182434
B08R6GQKDR,Smartphone,0.9465,0.9497151374816895,0.999237895011902
B08C9KMRVB,Television,0.99045,0.6203374266624451,0.9568302035331726
B07YD49FZT,Router,0.9898,0.9514143466949463,0.9991113543510436
B00NJ2M33I,Headphones,0.8753,0.8127155900001526,0.9951430559158324
B08H8VZ6PV,Smartphone,0.7553000000000001,0.558478832244873,0.9711053371429444
B07JK98NNQ,Television,0.9892000000000001,0.9200722575187683,0.9990659356117249
B07DLWM1JQ,Printer,0.6843,0.48482266068458557,0.9986740350723268
B0758NHWS8,Data Storage,0.23685,0.18359531462192535,0.002606949070468545
B079GWK2Q3,Printer,0.65355,0.2800181210041046,0.9944655299186708
B082VS96NC,Keyboard,0.95685,0.9834840893745422,0.9989566802978516
B07W7FF8QQ,Printer,0.9756,0.9706395864486694,0.9992871880531312
B08KZSCRL4,Keyboard,0.7202,0.9069110751152039,0.99877268075943
B00TKFCYP0,Data Storage,0.81245,0.41074511408805847,0.003487022826448083
B07PX8LFHC,Printer,0.060950000000000004,0.18529248237609863,0.0024421412963420157
B08C6XBCRT,Smartphone,0.8796999999999999,0.6483932137489319,0.0014506943989545107
B01HETFQKS,Speaker,0.9946999999999999,0.6704292297363281,0.998647153377533
B08P5S3YDF,Headphones,0.9975499999999999,0.9667064547538757,0.9992204904556274
B08C6XBCRT,Smartphone,0.989,0.9492448568344116,0.9989647865295409
B07H2RR55Q,Data Storage,0.012299999999999978,0.4187316596508026,0.0016777367563918233
B085LRHL3P,Television,0.17859999999999998,0.056501392275094986,0.0020208717323839664
B083ZZ96PT,Printer,0.978,0.9129385352134705,0.997639775276184
B08HCM9RRN,Laptop,0.96625,0.8996673226356506,0.9991021156311036
B072F3DL6P,monitor,0.99925,0.9058042764663696,0.9991095662117004
B07M8RM5HQ,Television,0.9600500000000001,0.9512919783592224,0.999228835105896
B07D34L57F,Keyboard,0.27385000000000004,0.8340142369270325,0.9163202047348022
B07NF3K74H,Router,0.12059999999999998,0.07851505279541016,0.0014826207188889384
B0821VFDPZ,Television,0.8453999999999999,0.27942997217178345,0.0047228140756487855
B07RKYQGG4,Router,0.8887499999999999,0.8941869139671326,0.9989548921585084
B01HNMTCE2,Headphones,0.9964999999999999,0.5590863823890686,0.9984196424484252
B07MY4TJCM,Data Storage,0.1381,0.11709362268447876,0.0015570177929475904
B08SC6XVNQ,Smartphone,0.9506,0.5352805852890015,0.9970644116401672
B00IRV005E,Data Storage,0.7859499999999999,0.6600059270858765,0.9978325963020324
B07T2JDQ3X,Speaker,0.989,0.8469676375389099,0.9977800250053406
B08B3CFL6W,Keyboard,0.9854499999999999,0.6719822287559509,0.9988407492637634
B08L4CLVG1,Keyboard,0.96025,0.7037872076034546,0.998397409915924
B08X1D9WWJ,Laptop,0.9702500000000001,0.9214354157447815,0.9989402890205384
B01LXL1AR8,Router,0.46115,0.05236593633890152,0.002110276371240616
B07VTW2LPX,Data Storage,0.9984,0.041865039616823196,0.0021895337849855427
B08H4YTTLP,Laptop,0.92395,0.14277383685112,0.045983124524354935
B077YG22Y9,Headphones,0.98135,0.9662269949913025,0.9989448189735411
B07KCR9LPT,Data Storage,0.9277500000000001,0.8642023205757141,0.9985660910606384
B08W48NYC9,Headphones,0.98255,0.9452722668647766,0.9988941550254822
B07HCH26MC,Data Storage,0.92405,0.9642809629440308,0.9991672039031982
B08KTWXCZT,Router,0.999,0.8229895830154419,0.9980736970901488
B08JRF9L15,Smartphone,0.9752000000000001,0.9501814842224121,0.9992092847824096
B08BCBJP71,Television,0.9803,0.9605099558830261,0.9992356300354004
B01LXL1AR8,Router,0.9956,0.9095713496208191,0.9731429219245912
B085HLDX1Z,monitor,0.89825,0.893108069896698,0.9921990036964417
B07SHH37M6,Headphones,0.9942500000000001,0.9710267782211304,0.9991499185562134
B00MWDUXZ0,Printer,0.9911,0.929720938205719,0.9971390962600708
B07W7FF8QQ,Printer,0.95765,0.7912546396255493,0.9991137385368348
B088S3V3R4,Television,0.9938,0.7148569226264954,0.9990472197532654
B08G8SH4QJ,monitor,0.9613,0.9157173037528992,0.9990745782852172
B073ZNKK7P,Speaker,0.93945,0.861002504825592,0.9982900023460388
B081V6W99V,Laptop,0.575,0.03918172046542168,0.0019115619361400606
B081V6W99V,Laptop,0.9915,0.7854876518249512,0.9987176656723022
B08JRF9L15,Smartphone,0.79955,0.9579405784606934,0.9992559552192688
B08JQ4L1LS,Smartphone,0.76335,0.9442887306213379,0.9989042282104492
B0756QFLXP,Router,0.5103,0.06007314473390579,0.0015899415593594313
B072F3DL6P,monitor,0.97995,0.9168379306793213,0.999187171459198
B082VY2RMY,Printer,0.96025,0.19479231536388397,0.9908561706542968
B076MPMZDV,Data Storage,0.9602999999999999,0.14548414945602417,0.0016462008934468029
B07VTW2LPX,Data Storage,0.9662,0.05894646421074867,0.002122547011822462
B0862YHJ56,monitor,0.74285,0.7104597687721252,0.9980560541152954
B0756QFLXP,Router,0.7874,0.5640466809272766,0.9982678890228271
B084SD48S7,Laptop,0.9732000000000001,0.8906828761100769,0.9991405010223388
B07H5B75SY,Laptop,0.8906499999999999,0.07225028425455093,0.0014686413342133164
B08PKJK6XP,Smartphone,0.9876499999999999,0.9567444324493408,0.9991568326950072
B07SP57RWH,Headphones,0.9722,0.06070968508720398,0.0014871930470690133
B08G8SH4QJ,monitor,0.015500000000000014,0.029091227799654007,0.002196792047470808
B004F34TC8,Keyboard,0.8824000000000001,0.7304962873458862,0.9992067217826844
B08N38VPL7,Laptop,0.25285,0.867538332939148,0.999151349067688
B089FMHP7J,Speaker,0.07790000000000002,0.03309103846549988,0.006796771660447121
B08C73FX64,Keyboard,0.61305,0.8758881688117981,0.9963756203651428
B08XLN7XR7,Speaker,0.89125,0.956505537033081,0.999187171459198
B08K912MC7,Data Storage,0.9781500000000001,0.935732901096344,0.9990742206573486
B08R6GQKDR,Smartphone,0.7787,0.13848096132278442,0.008401529863476753
B01LZ662EM,Printer,0.4042,0.08302850276231766,0.0025512957945466037
B078X1DQ2Y,Printer,0.648,0.49445539712905884,0.9986380934715272
B086XL48ZF,Television,0.93335,0.9419753551483154,0.9992836117744446
B084CVPLLC,Smartphone,0.99515,0.930544376373291,0.9987850785255432
B08C5NM4QM,Router,0.93445,0.9507762789726257,0.9972047209739684
B016Y2BVKA,Keyboard,0.9976499999999999,0.7157317399978638,0.998348593711853
B083ZYLGGR,Printer,0.8706,0.8650434017181396,0.998663067817688
B08FSKX4M7,Television,0.040949999999999986,0.037827204912900925,0.004262229893356562
B08Z47VZ7Q,Speaker,0.97655,0.9651561975479126,0.9990259408950806
B08BCBJP71,Television,0.98935,0.9586226940155029,0.9988935589790344
B08NWDMR9N,Smartphone,0.648,0.09987996518611908,0.0035654890816658727
B07RKYQGG4,Router,0.12380000000000002,0.8294442296028137,0.999075412750244
B0862YHJ56,monitor,0.9982,0.484989196062088,0.9973485469818116
B019U00D7K,Headphones,0.9909,0.9334243535995483,0.9991676807403564
B08BHDWM2R,Printer,0.92955,0.23252084851264954,0.002178833819925785
B0837DX77S,Speaker,0.247,0.5655380487442017,0.998653531074524
