product_id,generic_product,product,price,num_of_ratings,avg_rating,image
B07CVL2D2S,monitor,"Acer SB220Q bi 21.5 Inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port), Black",$99.99 ,"40,600",4.7,https://images-na.ssl-images-amazon.com/images/I/81QpkIctqPL._AC_SY450_.jpg
B07743412C,monitor,"Sceptre 20"" 1600x900 75Hz Ultra Thin LED Monitor 2x HDMI VGA Built-in Speakers, Machine Black Wide Viewing Angle 170° (Horizontal) / 160° (Vertical)",$82.97 ,"15,520",4.5,https://images-na.ssl-images-amazon.com/images/I/617S7xFO58L._AC_SX355_.jpg
B08DWQ4JYF,monitor,"Dell S2421H 24 Inch Full HD 1080p IPS Ultra-Thin Bezel Monitor 2 x HDMI Ports, Built-in Speakers, Silver",-1,864,4.7,https://images-na.ssl-images-amazon.com/images/I/71yI7N2eijL._AC_SY450_.jpg
B07KW6HFD1,monitor,"Dell 27 LED Backlit LCD Monitor SE2719H IPS Full HD 1080p, 1920x1080 at 60 Hz HDMI VGA, Black",-1,"5,994",4.7,https://images-na.ssl-images-amazon.com/images/I/81nSaeP3AvL._AC_SY450_.jpg
B00W95RR32,monitor,"LG 24M47VQ 24-Inch LED-lit Monitor, Black",$119.99 ,"3,588",4.7,https://images-na.ssl-images-amazon.com/images/I/91jzIGu5N-L._AC_SY450_.jpg
B077SRKKHQ,monitor,"Sceptre E275W-19203R 27"" Ultra Thin 1080P LED Monitor 2X HDMI VGA Build-In Speakers, Metallic Black 2018",$139.97 ,"3,398",4.5,https://images-na.ssl-images-amazon.com/images/I/81MdHBuHZEL._AC_SX355_.jpg
B00SFB13UC,monitor,HP 24uh 24-inch LED Backlit Monitor,-1,690,4.7,https://images-na.ssl-images-amazon.com/images/I/91BZ%2BqCwUcL._AC_SX355_.jpg
B07FBS36W2,monitor,"Samsung 34-Inch SJ55W Ultrawide Gaming Monitor (LS34J550WQNXZA) – 75Hz Refresh, WQHD Computer Monitor, 3440 x 1440p Resolution, 4ms Response, FreeSync, Split Screen, HDMI, Black",$350.48 ,541,4.4,https://images-na.ssl-images-amazon.com/images/I/91g-Y1B09EL._AC_SX355_.jpg
B08P9RJ1X7,monitor,"Samsung 34"" Class Ultrawide Monitor with 21:9 Wide Screen, S34J552WQNXZA (Renewed)",$279.00 ,81,4.3,https://images-na.ssl-images-amazon.com/images/I/81AJCvJ-REL._AC_SX355_.jpg
B01N44B3FZ,monitor,"Acer V206WQL b 19.5"" HD (1440 x 900) IPS 16:10 Aspect Ratio Monitor (VGA port)",$79.99 ,22,4,https://images-na.ssl-images-amazon.com/images/I/61cb-Mhrk8L._AC_SX450_.jpg
B088YN9LBK,monitor,"LG 32QN600-B 32-Inch QHD (2560 x 1440) IPS Monitor with HDR 10, AMD FreeSync with Dual HDMI Inputs, Black",$249.99 ,"1,356",4.7,https://images-na.ssl-images-amazon.com/images/I/81-lVaD1rAL._AC_SY450_.jpg
B08G8SH4QJ,monitor,"Dell S2721D 27 Inch 1440p QHD, IPS Ultra-Thin Bezel Monitor, AMD FreeSync, HDMI, DisplayPort, Built in Speakers, VESA Certified, Silver",-1,633,4.6,https://images-na.ssl-images-amazon.com/images/I/81sTyOg1O3L._AC_SY450_.jpg
B0787WGCXT,monitor,ViewSonic VX3276-MHD 32 Inch 1080p Frameless Widescreen IPS Monitor with Screen Split Capability HDMI and DisplayPort,$217.73 ,"4,680",4.7,https://images-na.ssl-images-amazon.com/images/I/516Vq6aI-JL._AC_SY450_.jpg
B072F3DL6P,monitor,"ViewSonic VA2246MH-LED 22 Inch Full HD 1080p LED Monitor with HDMI and VGA Inputs for Home and Office, Black",$99.99 ,"4,837",4.6,https://images-na.ssl-images-amazon.com/images/I/61m3DbNQwQL._AC_SY355_.jpg
B07MQBPMJ2,monitor,"Acer Nitro XV272U Pbmiiprzx 27"" WQHD (2560 x 1440) IPS G-SYNC Compatible Monitor, 144Hz, 1ms VRB, VESA Certified DisplayHDR400, DCI-P3, Delta E<2",$363.00 ,831,4.6,https://images-na.ssl-images-amazon.com/images/I/81Cq%2BySZwvL._AC_SX450_.jpg
B087QRW81Z,monitor,"Sceptre IPS 24-Inch Business Computer Monitor 1080p 75Hz with HDMI VGA Build-in Speakers, Machine Black (E248W-FPT)",$129.97 ,"1,651",4.7,https://images-na.ssl-images-amazon.com/images/I/71NRUy8pgnL._AC_SY355_.jpg
B072F3DL6P,monitor,"ViewSonic VA2246MH-LED 22 Inch Full HD 1080p LED Monitor with HDMI and VGA Inputs for Home and Office, Black",$99.99 ,"4,837",4.6,https://images-na.ssl-images-amazon.com/images/I/61m3DbNQwQL._AC_SY355_.jpg
B077SRKKHQ,monitor,"Sceptre E275W-19203R 27"" Ultra Thin 1080P LED Monitor 2X HDMI VGA Build-In Speakers, Metallic Black 2018",$139.97 ,"3,398",4.5,https://images-na.ssl-images-amazon.com/images/I/81MdHBuHZEL._AC_SX355_.jpg
B08BT9DZQW,monitor,"AOC C32G2 32"" Curved Frameless Gaming Monitor FHD, 1500R Curved VA, 1ms, 165Hz, FreeSync, Height adjustable, 3-Year Zero Dead Pixel Policy, Black",$313.56 ,512,4.7,https://images-na.ssl-images-amazon.com/images/I/71jiNX9VBlL._AC_SX450_.jpg
B07MTRQ6B3,monitor,"Sceptre Curved 27"" 75Hz LED Monitor HDMI VGA Build-In Speakers, EDGE-LESS Metal Black 2019 (C275W-1920RN)",$179.97 ,"7,104",4.7,https://images-na.ssl-images-amazon.com/images/I/914W%2BOtJQ-L._AC_SX355_.jpg
B088MKF848,monitor,"ASUS TUF Gaming 32"" 2K HDR Curved Monitor (VG32VQ1B) - WQHD (2560 x 1440), 165Hz (Supports 144Hz), 1ms, Extreme Low Motion Blur, Speaker, FreeSync Premium, VESA Mountable, DisplayPort, HDMI",$379.99 ,"2,481",4.7,https://images-na.ssl-images-amazon.com/images/I/81EEKMm1XBL._AC_SY450_.jpg
B089V2R9WW,monitor,"Sceptre Curved 27"" Gaming Monitor up to 165Hz DisplayPort 144Hz HDMI Edge-Less AMD FreeSync Premium, Build-in Speakers Machine Black 2021 (C275B-1858RN)",$229.97 ,"1,169",4.8,https://images-na.ssl-images-amazon.com/images/I/91vw9DRl4KL._AC_SX450_.jpg
B086LM6C4V,monitor,"LG 27ML600M-B 27” Full HD IPS 3-Side Borderless Monitor with Dual HDMI, Black",$146.99 ,34,4.7,https://images-na.ssl-images-amazon.com/images/I/81U%2BMhwN2OL._AC_SY450_.jpg
B07MG85X1M,monitor,"Acer KG241Q Pbiip 23.6"" Full HD (1920 x 1080) TN 144Hz 1ms Monitor with AMD FreeSync Technology (Display Port & 2 x HDMI)",$198.91 ,"4,653",4.6,https://images-na.ssl-images-amazon.com/images/I/81GG2z3Vr8L._AC_SX450_.jpg
B08G8SH4QJ,monitor,"Dell S2721D 27 Inch 1440p QHD, IPS Ultra-Thin Bezel Monitor, AMD FreeSync, HDMI, DisplayPort, Built in Speakers, VESA Certified, Silver",-1,633,4.6,https://images-na.ssl-images-amazon.com/images/I/81sTyOg1O3L._AC_SY450_.jpg
B085HLDX1Z,monitor,"ASUS VL279HE 27” Eye Care Monitor, 1080P Full HD (1920 x 1080), IPS, 75Hz, Adaptive-Sync, FreeSync, HDMI D-Sub, Frameless, Slim, Wall Mountable, Flicker Free and Blue Light Filter,BLACK",$149.99 ,"1,156",4.7,https://images-na.ssl-images-amazon.com/images/I/71yl%2BFMyOKL._AC_SY450_.jpg
B08BF4CZSV,monitor,HP 24mh FHD Monitor - Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),$169.99 ,"12,473",4.8,https://images-na.ssl-images-amazon.com/images/I/91fAU6mxFsL._AC_SX450_.jpg
B083FMP35T,monitor,"ASUS VP249QGR 23.8” Gaming Monitor 144Hz Full HD (1920 x 1080) IPS 1ms FreeSync Extreme Low Motion Blur Eye Care DisplayPort HDMI VGA,BLACK",$239.00 ,"2,237",4.8,https://images-na.ssl-images-amazon.com/images/I/91G9etn8L4L._AC_SY450_.jpg
B0862YHJ56,monitor,"AOC CQ27G2 27"" Super Curved Frameless Gaming Monitor QHD 2K, 1500R Curved VA, 1ms, 144Hz, FreeSync, Height adjustable, 3-Year Zero Dead Pixel Guarantee",$299.14 ,"1,531",4.7,https://images-na.ssl-images-amazon.com/images/I/81oORaahKZL._AC_SX450_.jpg
B08K26TJNP,monitor,"ASUS VY279HE 27” Eye Care Monitor, 1080P Full HD, 75Hz, IPS, 1ms, Adaptive-Sync/FreeSync, Eye Care Plus, Color Augmentation, Antibacterial Surface, HDMI VGA, Frameless, VESA Wall Mountable, Black",-1,"4,444",4.7,https://images-na.ssl-images-amazon.com/images/I/81Jsxsgs6PL._AC_SY450_.jpg
B072M34RQC,monitor,"HP VH240a 23.8-Inch Full HD 1080p IPS LED Monitor with Built-In Speakers and VESA Mounting, Rotating Portrait & Landscape, Tilt, and HDMI & VGA Ports (1KL30AA) - Black",-1,"21,511",4.7,https://images-na.ssl-images-amazon.com/images/I/71trhuzbhML._AC_SY450_.jpg
B08DJB7VVY,monitor,HP M27ha FHD Monitor - Full HD Monitor (1920 x 1080p) - IPS Panel and Built-in Audio - VESA Compatible 27-inch Monitor Designed for Comfortable Viewing with Height and Pivot Adjustment - (22H94AA#ABA),$247.00 ,849,4.8,https://images-na.ssl-images-amazon.com/images/I/818NZ0C5z%2BL._AC_SX450_.jpg
B07RQVB3HQ,Keyboard,"Manhattan Black Wired Keyboard (5 ft. USB-A Cable) with 104-keys, Foldable Stands, and LED Indicator Lights - Compatible for Windows",-1,"1,569",4.3,https://images-na.ssl-images-amazon.com/images/I/61FhqXdVUfL._AC_SX450_.jpg
B00NLZUM36,Keyboard,Redragon S101 Wired Gaming Keyboard and Mouse Combo RGB Backlit Gaming Keyboard with Multimedia Keys Wrist Rest and Red Backlit Gaming Mouse 3200 DPI for Windows PC Gamers (Black),$39.99 ,"26,894",4.6,https://images-na.ssl-images-amazon.com/images/I/71kr3WAj1FL._AC_SY450_.jpg
B07WJ5D3H4,Keyboard,Amazon Basics Matte Black Wired Keyboard - US Layout (QWERTY),$17.40 ,306,4.5,https://images-na.ssl-images-amazon.com/images/I/81cg9myC9kL._AC_SY450_.jpg
B07XVCP7F5,Keyboard,"RK ROYAL KLUDGE Typewriter Style Mechanical Gaming Keyboard with True RGB Backlit Collapsible Wrist Rest 108-Key Blue Switch Retro Round Keycap, Black",$79.99 ,"1,205",4.8,https://images-na.ssl-images-amazon.com/images/I/71yB%2BrkZUbL._AC_SY450_.jpg
B07D34L57F,Keyboard,Arteck 2.4G Wireless Keyboard Stainless Steel Ultra Slim Full Size Keyboard with Numeric Keypad for Computer/Desktop/PC/Laptop/Surface/Smart TV and Windows 10/8/ 7 Built in Rechargeable Battery,-1,"14,247",4.5,https://images-na.ssl-images-amazon.com/images/I/615wODNPYJL._AC_SY355_.jpg
B079JLY5M5,Keyboard,"Logitech MK270 Wireless Keyboard and Mouse Combo - Keyboard and Mouse Included, Long Battery Life",$24.99 - $209.99,"41,308",4.6,https://images-na.ssl-images-amazon.com/images/I/61v%2BtaI5jvL._AC_SX425_.jpg
B086VRM89H,Keyboard,"Redragon K552 Mechanical Gaming Keyboard RGB LED Rainbow Backlit Wired Keyboard with Red Switches for Windows Gaming PC (87 Keys, White)",$39.99 ,"22,380",4.4,https://images-na.ssl-images-amazon.com/images/I/61DT%2Br681TL._AC_SY450_.jpg
B088D126GD,Keyboard,"Wireless Keyboard Mouse Combo, Cimetech Compact Full Size Wireless Keyboard and Mouse Set 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook - (Wine red)",$33.99 ,"11,470",4.4,https://images-na.ssl-images-amazon.com/images/I/71qNZONGr4L._AC_SY355_.jpg
B003NREDC8,Keyboard,"Logitech Desktop MK120 Durable, Comfortable, USB Mouse and Keyboard Combo",$17.18 - $144.99,-1,-1,https://images-na.ssl-images-amazon.com/images/I/71uxvpJfqTL._AC_SX425_.jpg
B089NQD4RR,Keyboard,"PICTEK Full Size Mechanical Gaming Keyboard, Rainbow Backlit Ultra-Slim Wired USB Keyboard with Blue Switches Double-Shot Keycaps, Splash-Proof, Full-Key Rollover, Ideal for Windows Mac Gaming",$29.99 ,"1,565",4.7,https://images-na.ssl-images-amazon.com/images/I/61q8iYnZbeL._AC_SY450_.jpg
B086168Y25,Keyboard,"FIODIO Membrane Gaming Keyboard, USB Wired Keyboard with Rainbow Backlit, 104 Comfortable Quiet Silent Keys, 26 Anti-Ghosting Keys, Spill Resistant, Multimedia Control for PC and Desktop Computer",$24.99 ,208,4.1,https://images-na.ssl-images-amazon.com/images/I/71z6gsI87bL._AC_SY450_.jpg
B016QO64FI,Keyboard,"Apple Magic Keyboard (Wireless, Rechargable) (US English) - Silver",-1,"6,766",4.8,https://images-na.ssl-images-amazon.com/images/I/41zF0OXgNzL._AC_SX679_.jpg
B00QXT5T3U,Keyboard,Logitech MK345 Wireless Combo Full-Sized Keyboard with Palm Rest and Comfortable Right-Handed Mouse - Black,-1,"21,904",4.6,https://images-na.ssl-images-amazon.com/images/I/61S0sV1a57L._AC_SY450_.jpg
B07FKMM3GX,Keyboard,"VictSing USB Keyboard, Computer Keyboard Wired, Backlight Gaming Keyboard with Metal-Panel, Quiet Keyboard for PC/Mac Game, Office Typing, Black",$19.99 ,"4,615",4.4,https://images-na.ssl-images-amazon.com/images/I/81NQXqozuJL._AC_SY450_.jpg
B01BQ8S45M,Keyboard,HP USB Slim Business Keyboard,$14.70 ,"1,625",4.6,https://images-na.ssl-images-amazon.com/images/I/816JL4NGaLL._AC_SX450_.jpg
B08C73FX64,Keyboard,"VicTsing Wireless Keyboard [Enlarged Indicator Light], 2.4G Ergonomic Wireless Computer Keyboard, Full Size PC Keyboard with Numeric Keypad for Laptop/Desktop/Surface/Chromebook/Notebook, Black",$16.14 ,"1,378",4.5,https://images-na.ssl-images-amazon.com/images/I/61WHEzwkN9L._AC_SX355_.jpg
B07D3GB4N3,Keyboard,Redragon K552 Mechanical Gaming Keyboard 60% Compact 87 Key Kumara Wired Cherry MX Blue Switches Equivalent for Windows PC Gamers (RGB Backlit White),$48.99 ,"2,848",4.8,https://images-na.ssl-images-amazon.com/images/I/617RSxX2hCL._AC_SY450_.jpg
B01NCNQKI2,Keyboard,"Rii RK100+ Multiple Color Rainbow LED Backlit Large Size USB Wired Mechanical Feeling Multimedia PC Gaming Keyboard,Office Keyboard for Working or Primer Gaming,Office Device (US Layout)",-1,"7,178",4.4,https://images-na.ssl-images-amazon.com/images/I/61MQ3ZE8jxL._AC_SX450_.jpg
B07DRG6ZVD,Keyboard,"VicTsing Keyboard 4.9ft Cable, wired Computer Keyboard with Stands, Low Profile Chiclet USB Keyboard for Windows/PC/Laptop/Desktop/Surface/Chromebook",$13.99 ,"5,866",4.4,https://images-na.ssl-images-amazon.com/images/I/71K3cUHjhCL._AC_SY450_.jpg
B07XDHLJ9M,Keyboard,"PICTEK RGB Gaming Keyboard USB Wired Keyboard, Crater Architecture Backlit Computer Keyboard with 8 Independent Multimedia Keys, 25 Keys Anti-ghosting, Splash-Proof, Ideal for PC/Mac Game, Black",$20.99 ,"6,523",4.6,https://images-na.ssl-images-amazon.com/images/I/71b-7QJEgbL._AC_SY450_.jpg
B08B3CFL6W,Keyboard,Razer Huntsman Mini 60% Gaming Keyboard: Fastest Keyboard Switches Ever - Clicky Optical Switches - Chroma RGB Lighting - PBT Keycaps - Onboard Memory - Mercury White,$99.99 ,"10,922",4.7,https://images-na.ssl-images-amazon.com/images/I/712e7S94B%2BL._AC_SX450_.jpg
B016Y2BVKA,Keyboard,havit Wired Gaming Keyboard Mouse Combo LED Rainbow Backlit Gaming Keyboard RGB Gaming Mouse Ergonomic Wrist Rest 104 Keys Keyboard Mouse 4800 DPI for Windows & Mac PC Gamers (Black),$32.99 ,"13,539",4.5,https://images-na.ssl-images-amazon.com/images/I/71UDaMu81lL._AC_SY450_.jpg
B01LVTI3TO,Keyboard,Razer Ornata Chroma Gaming Keyboard: Hybrid Mechanical Key Switches - Customizable Chroma RGB Lighting - Individually Backlit Keys - Detachable Plush Wrist Rest - Programmable Macro Functionality,-1,"7,583",4.7,https://images-na.ssl-images-amazon.com/images/I/8116DtW4WWL._AC_SX355_.jpg
B086168Y25,Keyboard,"FIODIO Membrane Gaming Keyboard, USB Wired Keyboard with Rainbow Backlit, 104 Comfortable Quiet Silent Keys, 26 Anti-Ghosting Keys, Spill Resistant, Multimedia Control for PC and Desktop Computer",$24.99 ,208,4.1,https://images-na.ssl-images-amazon.com/images/I/71z6gsI87bL._AC_SY450_.jpg
B082VS96NC,Keyboard,"Wireless Keyboard and Mouse Combo, LeadsaiL Compact Quiet Full Size Wireless Keyboard and Mouse Set 2.4G Ultra-Thin Sleek Design for Windows, Computer, Desktop, PC, Notebook, Laptop (Light Black)",$32.99 ,"1,210",4.3,https://images-na.ssl-images-amazon.com/images/I/71gjBYCHU1L._AC_SY355_.jpg
B00P7Z7SXU,Keyboard,Logitech K120 USB Wired Standard Keyboard,$22.49 ,327,4.7,https://images-na.ssl-images-amazon.com/images/I/41mvFv3AdLL._AC_.jpg
B08C73FX64,Keyboard,"VicTsing Wireless Keyboard [Enlarged Indicator Light], 2.4G Ergonomic Wireless Computer Keyboard, Full Size PC Keyboard with Numeric Keypad for Laptop/Desktop/Surface/Chromebook/Notebook, Black",$16.14 ,"1,378",4.5,https://images-na.ssl-images-amazon.com/images/I/61WHEzwkN9L._AC_SX355_.jpg
B08KXJJT6Y,Keyboard,"Wireless Keyboard Mouse Combo, Cimetech Compact Full Size Wireless Keyboard and Mouse Set Less Noise Keys 2.4G Ultra-Thin Sleek Design for Windows, Computer, PC, Notebook, Laptop - (Blue)",$33.99 ,"1,082",4.4,https://images-na.ssl-images-amazon.com/images/I/718osxKpgML._AC_SY355_.jpg
B08L4CLVG1,Keyboard,"Wireless Keyboard and Mouse, Jelly Comb 2.4Hz Ergonomic Full-Sized Keyboard with Palm Rest and Wireless Mouse for PC, Laptop, Windows XP/7/8/10-Black",$25.99 ,222,4.4,https://images-na.ssl-images-amazon.com/images/I/61brUolz8HL._AC_SY355_.jpg
B08L61WLW7,Keyboard,Corsair K60 RGB Pro Mechanical Gaming Keyboard - CHERRY Mechanical Keyswitches - Durable AluminumFrame - Customizable Per-Key RGB Backlighting,$79.95 ,304,4.5,https://images-na.ssl-images-amazon.com/images/I/81RW7vByk0L._AC_SY450_.jpg
B08KZSCRL4,Keyboard,"Multi-Device Bluetooth Keyboard - Jelly Comb Rechargeable Keyboard Compatible with iOS, Android, Mac OS and Windows, 7-Colors Backlit",$49.99 ,225,4.7,https://images-na.ssl-images-amazon.com/images/I/618kDOJEY2L._AC_SY450_.jpg
B004F34TC8,Keyboard,"Rosewill 104 Normal Keys 12 Function Keys USB Wired Multimedia Keyboard, Black (RK-700M)",$12.99 ,84,4.3,https://images-na.ssl-images-amazon.com/images/I/71hlfbbO05L._AC_SX450_.jpg
B079JD7F7G,Router,"TP-Link AC1750 Smart WiFi Router (Archer A7) -Dual Band Gigabit Wireless Internet Router for Home, Works with Alexa, VPN Server, Parental Control, QoS",$57.99 ,"45,651",4.5,https://images-na.ssl-images-amazon.com/images/I/51R2a9p-vNL._AC_SY450_.jpg
B08H8ZLKKK,Router,"TP-Link WiFi 6 Router AX1800 Smart WiFi Router (Archer AX21) – Dual Band Gigabit Router, Works with Alexa - A Certified for Humans Device",$89.99 ,"8,296",4.5,https://images-na.ssl-images-amazon.com/images/I/61O4qvVY6XL._AC_SX466_.jpg
B07N1L5HX1,Router,"TP-Link AC1200 Gigabit WiFi Router (Archer A6) - 5GHz Dual Band Mu-MIMO Wireless Internet Router, Supports Guest WiFi and AP mode, Long Range Coverage",$39.99 ,"13,987",4.5,https://images-na.ssl-images-amazon.com/images/I/61vPhw-7BxL._AC_SY450_.jpg
B00R2AZLD2,Router,"NETGEAR Nighthawk Smart Wi-Fi Router, R6700 - AC1750 Wireless Speed Up to 1750 Mbps | Up to 1500 Sq Ft Coverage & 25 Devices | 4 x 1G Ethernet and 1 x 3.0 USB Ports | Armor Security",$91.80 ,"73,223",4.3,https://images-na.ssl-images-amazon.com/images/I/61FA9BbugzL._AC_SY450_.jpg
B0756QFLXP,Router,"NETGEAR Wi-Fi Router (R6230) - AC1200 Dual Band Wireless Speed (Up to 1200 Mbps), Up to 1200 Square Feet Coverage & 20 Devices, 4 x 1G Ethernet and 1 x 2.0 USB Ports",$49.99 ,"11,263",4.4,https://images-na.ssl-images-amazon.com/images/I/51N7ymmoTiL._AC_SX450_.jpg
B08BJJ3RGW,Router,"ASUS AX5400 WiFi 6 Gaming Router (RT-AX82U) - Dual Band Gigabit Wireless Internet Router, AURA RGB, Gaming & Streaming, AiMesh Compatible, Included Lifetime Internet Security",$229.99 ,442,4.7,https://images-na.ssl-images-amazon.com/images/I/71hOOAPdawL._AC_SX450_.jpg
B08KTWXCZT,Router,"NETGEAR Nighthawk 8-Stream Tri-band AX8 WiFi 6 Router (RAX70) – AX6600 Wireless Speed (Up to 6.6 Gbps) | 2,500 sq. ft. Coverage",$299.99 ,"7,694",4.1,https://images-na.ssl-images-amazon.com/images/I/51JG3brnqxL._AC_SY450_.jpg
B084BNH26P,Router,"ASUS WiFi 6 Router (RT-AX3000) - Dual Band Gigabit Wireless Internet Router, Gaming & Streaming, AiMesh Compatible, Included Lifetime Internet Security, Parental Control, MU-MIMO, OFDMA",$159.97 ,"1,623",4.5,https://images-na.ssl-images-amazon.com/images/I/612hmvIqC4L._AC_SY450_.jpg
B08C3YBBHM,Router,"TP-Link AC1900 Smart WiFi Router (Archer A8) -High Speed MU-MIMO Wireless Router, Dual Band Router for Wireless Internet, Gigabit, Supports Guest WiFi",$79.99 ,"3,063",4.6,https://images-na.ssl-images-amazon.com/images/I/61NSuBZzm7L._AC_SX466_.jpg
B07628HLTM,Router,"ASUS AC1700 WiFi Router (RT-ACRH17) - Dual Band Gigabit Wireless Router, 4 GB Ports, USB 3.0 Port, Gaming & Streaming, Easy Setup, Parental Control, MU-MIMO",$89.99 ,"2,131",4.5,https://images-na.ssl-images-amazon.com/images/I/71m90SqaD7L._AC_SY450_.jpg
B07NF3K74H,Router,"TP-Link AC1900 Smart WiFi Router (Archer A9) - High Speed MU-MIMO Wireless Router, Dual Band, Gigabit, VPN Server, Beamforming, Smart Connect, Works with Alexa, Black",$79.99 ,"6,304",4.4,https://images-na.ssl-images-amazon.com/images/I/61uTV%2BEdeyL._AC_SY450_.jpg
B08J2F6732,Router,"Linksys MR9000 Mesh Wi-Fi Router (Tri-Band Router, Wireless Mesh Router for Home AC3000), Future-Proof MU-Mimo Fast Wireless Router (Renewed)",$124.00 ,112,4.4,https://images-na.ssl-images-amazon.com/images/I/61qEwc%2Bv5sL._AC_SY355_.jpg
B08LMQLG7X,Router,"Linksys AX3200 Wi-Fi 6 Router for Home Networking, Dual Band AX Wireless Gigabit WiFi Router, Fast Speeds up to 3.2 Gbps and Coverage up to 2,500 sq ft, Parental Controls, Maximum 25 Devices (E8450)",$149.99 ,69,4.2,https://images-na.ssl-images-amazon.com/images/I/51fmtsELPzL._AC_SY450_.jpg
B085288G3M,Router,"TP-Link WiFi 6 Router AX1800 Smart WiFi Router (Archer AX20) – 802.11ax Router, Dual Band Gigabit Router, Parental Controls, Long Range Coverage",$99.99 ,"6,033",4.5,https://images-na.ssl-images-amazon.com/images/I/61Ms%2B-j04JL._AC_SY355_.jpg
B082CCCQHH,Router,NETGEAR Nighthawk Smart WiFi Router AC2400 Up to 2500 Sq Ft Coverage 4 GIGABIT Ports 3.0 USB and Extreme WiFi Speed for Gaming and 4K UHD Video Streaming—Up to 2400Mbps. R7350,-1,1,5,https://images-na.ssl-images-amazon.com/images/I/51RepQd4kzL._AC_SX355_.jpg
B0752FD3XJ,Router,"ASUS AC2900 WiFi Gaming Router (RT-AC86U) - Dual Band Gigabit Wireless Internet Router, WTFast Game Accelerator, Streaming, AiMesh Compatible, Included Lifetime Internet Security, Adaptive QoS",$169.99 ,"3,798",4.4,https://images-na.ssl-images-amazon.com/images/I/61LfuUIynRL._AC_SY450_.jpg
B08LMQLG7X,Router,"Linksys AX3200 Wi-Fi 6 Router for Home Networking, Dual Band AX Wireless Gigabit WiFi Router, Fast Speeds up to 3.2 Gbps and Coverage up to 2,500 sq ft, Parental Controls, Maximum 25 Devices (E8450)",$149.99 ,69,4.2,https://images-na.ssl-images-amazon.com/images/I/51fmtsELPzL._AC_SY450_.jpg
B00FB45SI4,Router,"ASUS AC1900 WiFi Gaming Router (RT-AC68U) - Dual Band Gigabit Wireless Internet Router, Gaming & Streaming, AiMesh Compatible, Included Lifetime Internet Security, Adaptive QoS, Parental Control",$117.76 ,"8,331",4.4,https://images-na.ssl-images-amazon.com/images/I/71DCrixJSdL._AC_SY450_.jpg
B08KTWXCZT,Router,"NETGEAR Nighthawk 8-Stream Tri-band AX8 WiFi 6 Router (RAX70) – AX6600 Wireless Speed (Up to 6.6 Gbps) | 2,500 sq. ft. Coverage",$299.99 ,"7,694",4.1,https://images-na.ssl-images-amazon.com/images/I/51JG3brnqxL._AC_SY450_.jpg
B07YD49FZT,Router,"ASUS AX6100 WiFi 6 Gaming Router (RT-AX92U) - Tri-Band Gigabit Wireless Internet Router, Gaming & Streaming, AiMesh Compatible, Included Lifetime Internet Security, Adaptive QoS",$204.81 ,456,4.4,https://images-na.ssl-images-amazon.com/images/I/51JtbflMJiL._AC_SY450_.jpg
B06X1CHFJ5,Router,,-1,-1,-1,
B08C5NM4QM,Router,"Linksys AC2600 Smart Wi-Fi Router for Home Network, MU-MIMO Dual Band Wireless Gigabit WiFi Router, Fast Speeds up to 2.6 Gbps, coverage up to 1,800 sq ft, Parental Controls, up to 15 devices (EA8100)",-1,80,4.5,https://images-na.ssl-images-amazon.com/images/I/515kZh9QgYL._AC_SY450_.jpg
B08PPSCRGN,Router,Ancatus-WiFi 6 Wireless Computer Router AX1800 1.8Gbps Gigabit MU-MIMO OFDMA 802.11ax Dual Band Internet Router Long Range Gaming Router WPA3 Ethernet Firewall Ipv6 2100 sq.ft,-1,29,4.9,https://images-na.ssl-images-amazon.com/images/I/617BUrsvPbL._AC_SY355_.jpg
B08CY6ZKGR,Router,"Linksys AC1900 Smart Wi-Fi Router Home Network, MU-MIMO Dual Band Wireless Gigabit WiFi Router, Fast Speeds up to 1.9 Gbps, Coverage up to 1,500 sq ft, Parental Control, up to 15 Devices (EA7500-4B)",$99.67 ,79,4.3,https://images-na.ssl-images-amazon.com/images/I/616itTrf7PL._AC_SY450_.jpg
B085288G3M,Router,"TP-Link WiFi 6 Router AX1800 Smart WiFi Router (Archer AX20) – 802.11ax Router, Dual Band Gigabit Router, Parental Controls, Long Range Coverage",$99.99 ,"6,033",4.5,https://images-na.ssl-images-amazon.com/images/I/61Ms%2B-j04JL._AC_SY355_.jpg
B001FWYGJS,Router,"TP-Link N300 Wireless Extender, Wi-Fi Router (TL-WR841N) - 2 x 5dBi High Power Antennas, Supports Access Point, WISP, Up to 300Mbps",-1,"53,106",4.2,https://images-na.ssl-images-amazon.com/images/I/51QMHdyFiOL._AC_SY450_.jpg
B01LXL1AR8,Router,"ASUS AC1300 WiFi Router (RT-ACRH13) - Dual Band Gigabit Wireless Router, 4 GB Ports, USB 3.0 Port, Gaming & Streaming, Easy Setup, Parental Control, MU-MIMO",$69.99 ,"5,046",4.4,https://images-na.ssl-images-amazon.com/images/I/71x-ommIG7L._AC_SY450_.jpg
